{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4997985, 2=2, 3=0.07804466, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=0.10094594, 4=6, 5=0.24429408, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.13183989, 4=6, 5=0.24429408, 6=1, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.80384296, 2=3, 3=0.4213299, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=0.51185614, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=0.94959974, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.2544351, 14=1, 15=1}
{1=0.88117135, 2=6, 3=1.5262655, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=-0.7124444, 4=6, 5=0.24429408, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=0.49452934, 2=3, 3=0.21732423, 4=6, 5=0.24429408, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.0520387, 2=1, 3=1.1419257, 4=1, 5=1.4174964, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.3478534, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-0.3888139, 4=2, 5=-0.14677337, 6=1, 7=1, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.10788731, 2=3, 3=-0.7473764, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.8703246, 13=1.0165107, 14=1, 15=2}
{1=-0.12409789, 2=3, 3=-1.4467673, 4=5, 5=-1.7110431, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=1.2060181, 4=7, 5=1.0264289, 6=5, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.0410974, 2=2, 3=-0.7133998, 4=6, 5=0.24429408, 6=7, 7=8, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.21759538, 4=6, 5=0.24429408, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=2.5200875, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-0.5880683, 2=2, 3=0.6275389, 4=4, 5=1.8085638, 6=1, 7=4, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.577127, 2=3, 3=0.4252784, 4=13, 5=-1.3199757, 6=1, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=3, 3=1.1697894, 4=2, 5=-0.14677337, 6=3, 7=10, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.80384296, 2=3, 3=-0.60224724, 4=6, 5=0.24429408, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.5959652, 14=1, 15=2}
{1=-0.97471035, 2=5, 3=3.1254263, 4=6, 5=0.24429408, 6=4, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=25, 15=1}
{1=-0.2014263, 2=3, 3=1.956486, 4=1, 5=1.4174964, 6=2, 7=1, 8=3, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-0.6686795, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.6863764, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.90392214, 4=12, 5=-2.4931781, 6=2, 7=9, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=5, 15=2}
{1=0.10788731, 2=5, 3=1.4867415, 4=1, 5=1.4174964, 6=3, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.16101672, 14=1, 15=1}
{1=0.26254413, 2=5, 3=1.22656, 4=3, 5=-0.9289083, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=0.23334245, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=-0.8973819, 2=3, 3=0.041484505, 4=7, 5=1.0264289, 6=1, 7=11, 8=1, 9=1, 10=1, 11=0.18830211, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=-0.5339236, 4=7, 5=1.0264289, 6=1, 7=2, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=3, 3=-0.4899539, 4=2, 5=-0.14677337, 6=3, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=-0.04906769, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=0.046271447, 4=2, 5=-0.14677337, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=2, 3=-1.2441753, 4=2, 5=-0.14677337, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.2066956, 2=3, 3=2.4992435, 4=2, 5=-0.14677337, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.5160716, 14=5, 15=1}
{1=-0.74272513, 2=3, 3=0.8520475, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=0.88117135, 2=3, 3=-0.5127967, 4=2, 5=-0.14677337, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=2}
{1=-1.4386808, 2=3, 3=-0.63377666, 4=3, 5=-0.9289083, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=1.3451418, 2=3, 3=0.61105275, 4=10, 5=0.63536155, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=3.6059334, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.09479409, 4=6, 5=0.24429408, 6=3, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=0.05368097, 4=3, 5=-0.9289083, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=3.4396875, 4=12, 5=-2.4931781, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=0.26254413, 2=3, 3=0.9471039, 4=1, 5=1.4174964, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-1.1293671, 2=3, 3=0.2123228, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.3398725, 2=3, 3=-1.2400513, 4=2, 5=-0.14677337, 6=1, 7=1, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.4224702, 2=5, 3=-1.4065609, 4=4, 5=1.8085638, 6=2, 7=1, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.2787547, 2=4, 3=-0.26973504, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=3, 10=1, 11=-0.14188065, 12=4.934572, 13=0.1754197, 14=11, 15=1}
{1=-0.5107399, 2=5, 3=-1.420834, 4=2, 5=-0.14677337, 6=2, 7=5, 8=3, 9=1, 10=2, 11=0.22771646, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.6653967, 2=5, 3=0.5369965, 4=1, 5=1.4174964, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=1.4224702, 2=3, 3=-0.016602272, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=1.7237002, 4=2, 5=-0.14677337, 6=3, 7=14, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.6371031, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=2}
{1=1.4224702, 2=3, 3=-0.19861335, 4=2, 5=-0.14677337, 6=2, 7=5, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=-0.64726985, 4=6, 5=0.24429408, 6=1, 7=4, 8=4, 9=3, 10=1, 11=-0.14188065, 12=4.8626146, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=-0.4908216, 4=10, 5=0.63536155, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=1.5184758, 4=13, 5=-1.3199757, 6=1, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=0.46513385, 4=1, 5=1.4174964, 6=2, 7=1, 8=3, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-0.58873457, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=1, 10=2, 11=0.1630545, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-0.27882147, 4=15, 5=-0.53784084, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.74272513, 2=3, 3=-0.011825077, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=0.9048891, 4=2, 5=-0.14677337, 6=3, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=2.6597247, 2=2, 3=-0.24294376, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.7265145, 2=3, 3=-0.61852866, 4=13, 5=-1.3199757, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=3.6649938, 2=3, 3=0.19208309, 4=2, 5=-0.14677337, 6=7, 7=12, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=1.8091122, 2=3, 3=0.16747567, 4=2, 5=-0.14677337, 6=5, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-0.5387593, 4=5, 5=-1.7110431, 6=1, 7=5, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-1.1379656, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=0.31658262, 4=4, 5=1.8085638, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.8973819, 2=5, 3=0.08650712, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=1.0035138, 4=10, 5=0.63536155, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.9584997, 2=5, 3=-1.3292387, 4=4, 5=1.8085638, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.184729, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-0.13124517, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=22, 15=1}
{1=0.41720092, 2=3, 3=0.27533302, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.7784105, 4=2, 5=-0.14677337, 6=2, 7=5, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=5, 15=1}
{1=1.3451418, 2=3, 3=-0.51470757, 4=2, 5=-0.14677337, 6=3, 7=7, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.350411, 2=2, 3=1.1266094, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.1620142, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.4334115, 2=1, 3=-0.48153046, 4=1, 5=1.4174964, 6=4, 7=1, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.5052233, 4=2, 5=-0.14677337, 6=3, 7=7, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=6, 3=-0.019712321, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=2.9690382, 2=3, 3=0.34386137, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.10788731, 2=3, 3=0.00927257, 4=6, 5=0.24429408, 6=2, 7=1, 8=2, 9=2, 10=1, 11=-0.14188065, 12=3.6059334, 13=2.6986928, 14=1, 15=2}
{1=-0.04676949, 2=2, 3=-1.4108311, 4=6, 5=0.24429408, 6=5, 7=8, 8=1, 9=1, 10=1, 11=0.4333443, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=1.190485, 2=2, 3=-1.3983811, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.086505, 13=2.6986928, 14=1, 15=1}
{1=0.3398725, 2=3, 3=1.519402, 4=6, 5=0.24429408, 6=5, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=5, 3=-0.28741065, 4=9, 5=2.5906987, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.1754197, 14=1, 15=2}
{1=-0.74272513, 2=3, 3=3.3071837, 4=13, 5=-1.3199757, 6=2, 7=3, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.3451418, 2=3, 3=2.131887, 4=7, 5=1.0264289, 6=1, 7=1, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=2.1909778, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.38845965, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=2, 3=1.5764748, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=28, 15=1}
{1=0.49452934, 2=3, 3=0.3515146, 4=2, 5=-0.14677337, 6=5, 7=1, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=-0.7128831, 4=6, 5=0.24429408, 6=1, 7=7, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.49745312, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.52489567, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=2.1544664, 4=2, 5=-0.14677337, 6=1, 7=7, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.80384296, 2=5, 3=-0.25207892, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.8200535, 2=3, 3=0.74467766, 4=3, 5=-0.9289083, 6=1, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.33273733, 4=12, 5=-2.4931781, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=-0.5107399, 2=4, 3=0.52154374, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.04909694, 4=9, 5=2.5906987, 6=3, 7=6, 8=1, 9=1, 10=1, 11=13.884435, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=1.1131566, 2=3, 3=0.24191216, 4=7, 5=1.0264289, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.40147042, 4=2, 5=-0.14677337, 6=1, 7=1, 8=1, 9=4, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.36028907, 4=2, 5=-0.14677337, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-0.24856915, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=4, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.4224702, 2=3, 3=-0.011210867, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=-0.6452517, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.0358281, 2=3, 3=0.48083034, 4=2, 5=-0.14677337, 6=7, 7=9, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=3, 3=-0.030319642, 4=3, 5=-0.9289083, 6=7, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.9179987, 14=23, 15=1}
{1=2.737053, 2=2, 3=0.6110332, 4=13, 5=-1.3199757, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.5160716, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-1.3459101, 4=6, 5=0.24429408, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=3.539784, 14=1, 15=1}
{1=1.577127, 2=3, 3=-0.88511556, 4=2, 5=-0.14677337, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.1957543, 2=3, 3=0.78639525, 4=2, 5=-0.14677337, 6=2, 7=10, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=12, 15=2}
{1=-0.97471035, 2=3, 3=-0.064510696, 4=6, 5=0.24429408, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.030558914, 2=3, 3=0.34259394, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.26254413, 2=5, 3=1.0843849, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.74272513, 2=3, 3=0.47339156, 4=2, 5=-0.14677337, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=4, 3=-0.65653175, 4=7, 5=1.0264289, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.9747318, 4=1, 5=1.4174964, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=-0.54136235, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.8200535, 2=3, 3=-0.69577295, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-1.159541, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=0.24387178, 4=15, 5=-0.53784084, 6=1, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.1131566, 2=2, 3=-0.05111506, 4=7, 5=1.0264289, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=-0.9249418, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=-1.3914006, 4=3, 5=-0.9289083, 6=1, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=5, 3=-0.6146192, 4=4, 5=1.8085638, 6=3, 7=4, 8=5, 9=1, 10=2, 11=0.90028507, 12=-0.21036936, 13=-0.16101672, 14=1, 15=2}
{1=-0.5107399, 2=3, 3=0.01799826, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.83979255, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4224702, 2=3, 3=-0.05869032, 4=6, 5=0.24429408, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=26, 15=1}
{1=-1.2066956, 2=3, 3=-0.33463663, 4=3, 5=-0.9289083, 6=2, 7=6, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.10788731, 2=3, 3=2.5122783, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=5, 3=-0.8695458, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-0.4899539, 4=2, 5=-0.14677337, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.80384296, 2=1, 3=2.392673, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=-1.4507645, 4=1, 5=1.4174964, 6=5, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
